SMILES,pIC50,mol,num_atoms,logP,predicted_pIC50,predicted_logP
N#Cc1cncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)c1,7.31,<rdkit.Chem.rdchem.Mol object at 0x7f59a294bca0>,25,2.24716,6.490664711370073,3.3097471871375217
N#CC1CC(C(=O)NC(C2CC2)C(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,6.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a293eea0>,35,4.3170800000000025,6.565259498966696,3.7339714194295577
NC(=O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5ncccn5)n4n3)cc2)CC1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946dc0>,32,2.5946000000000007,6.8094821850126515,3.756925722699175
CC(Nc1nc(Nc2cn(C)cn2)c2nccnc2n1)c1ncc(F)cn1,6.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a293a5e0>,27,1.9991,6.408927985286353,2.8777282111957425
CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(C(F)(F)F)cn4n3)cn2)CC1,6.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2939bd0>,37,3.7090000000000014,6.45403807744305,4.005952530170831
COC1CCN(c2nccc(Nc3cc4c(cn3)cc(-c3cn[nH]c3)n4C(C)C)n2)CC1,6.81,<rdkit.Chem.rdchem.Mol object at 0x7f59a29429d0>,32,4.156100000000003,6.8094821850126515,3.756925722699175
NC(=O)c1cc(N2CCOCC2)[nH]c2c3ccc(C(=O)N4CCOCC4)cc3nc1-2,6.85,<rdkit.Chem.rdchem.Mol object at 0x7f59a2943450>,30,1.0756000000000006,6.714130239139373,3.2103147269049224
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5ccc[nH]c5=O)cccn4n3)cc2)CC1,6.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a293f760>,35,3.095800000000001,6.565259498966696,3.7339714194295577
CC(Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(Cl)cc1,7.29,<rdkit.Chem.rdchem.Mol object at 0x7f59a294b1b0>,25,4.037000000000003,6.490664711370073,3.3097471871375217
NC(=O)c1cc(-c2ccccc2)sc1Nc1ccccn1,7.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a2949460>,21,3.6526000000000014,6.318370697965677,2.2557034740938287
NC(=O)c1cc(-c2ccc(CN3CCOCC3)c(Cl)c2)cc2c1[nH]c1cc(-c3cccnc3)ccc12,6.88,<rdkit.Chem.rdchem.Mol object at 0x7f59a2943b50>,36,5.634600000000004,6.5167904144568585,4.096294022711462
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(C(F)(F)F)C2)CC1,7.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a294a9d0>,31,3.508600000000002,6.718195414101341,3.1332065946810648
O=C(NC1CCC(O)C1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a293a810>,31,2.9922000000000013,6.718195414101341,3.1332065946810648
COc1cc(Cl)ccc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,7.43,<rdkit.Chem.rdchem.Mol object at 0x7f59a294ea40>,37,5.069500000000005,6.45403807744305,4.005952530170831
Cc1cccc(Nc2sc(-c3ccc(F)cc3F)cc2C(N)=O)n1,6.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a2941cb0>,24,4.239220000000002,6.520992776771977,2.6392043100488034
COc1cccc(CNc2cccn3nc(Nc4ccc(OC)nc4)nc23)c1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e110>,28,3.497200000000001,6.5689898881160165,3.2750036184625952
CN1CCN(c2ccc(Nc3nc4ccc(-c5ccc(S(C)(=O)=O)cc5)cn4n3)cc2)CC1,5.53,<rdkit.Chem.rdchem.Mol object at 0x7f59a320fd80>,33,3.295200000000002,6.543927490198173,3.6907017720889534
CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4c(-c5cnn(-c6ccc(F)cc6)c5)cccn4n3)cc2)CC1,5.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2939230>,41,6.579200000000006,6.22058244949495,5.873074487509439
CCCCN(C)c1ncc(NS(=O)(=O)c2ccccc2C)cc1C(=O)O,4.91,<rdkit.Chem.rdchem.Mol object at 0x7f59a320d3f0>,26,3.125320000000001,6.22747400222193,3.0384421238001296
O=C(Nc1nc2cccc(-c3ccc(CN4CCCCC4)cc3)n2n1)C1CC1,5.19,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e880>,28,3.7307000000000032,6.5689898881160165,3.2750036184625952
CN1CCN(c2nc3c(NCc4cccc([N+](=O)[O-])c4)cccn3n2)CC1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a320dc40>,27,2.0013999999999994,6.408927985286353,2.8777282111957425
NC(=O)c1cc(-c2ccc(F)c(Cl)c2)cc2c1[nH]c1cc(C(=O)N3CCOCC3)ccc12,6.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a293a030>,32,4.351900000000003,6.8094821850126515,3.756925722699175
NC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)cc2c3c([nH]c12)CCC(C(=O)N1CCOCC1)C3,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947140>,32,4.204300000000004,6.8094821850126515,3.756925722699175
O=C(CCCCCCC(=O)N1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.17,<rdkit.Chem.rdchem.Mol object at 0x7f59a293af10>,39,5.148200000000004,6.562848132670848,4.635426014385055
CCNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,7.32,<rdkit.Chem.rdchem.Mol object at 0x7f59a294bd10>,27,3.131800000000002,6.408927985286353,2.8777282111957425
COc1ccccc1CNc1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,7.34,<rdkit.Chem.rdchem.Mol object at 0x7f59a294c6d0>,33,3.8454000000000015,6.543927490198173,3.6907017720889534
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(NC(=O)C(F)(F)F)C2)CC1,7.21,<rdkit.Chem.rdchem.Mol object at 0x7f59a29498c0>,33,1.9871,6.543927490198173,3.6907017720889534
Fc1cccc(Cl)c1-c1nc2c3ccccc3c3ccccc3c2[nH]1,6.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2939ee0>,25,6.328800000000003,6.490664711370073,3.3097471871375217
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(COCC3CC3)CC2)CC1,7.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a2949e00>,33,3.3729000000000013,6.543927490198173,3.6907017720889534
CN(C)C1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,6.26,<rdkit.Chem.rdchem.Mol object at 0x7f59a293c120>,38,4.399200000000002,6.802448270812896,4.282908193901362
[C-]#[N+]C1CCCCC1n1cc(C(N)=O)c(Nc2ccc(CC(=O)O)cc2)n1,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944f20>,27,2.7556900000000004,6.408927985286353,2.8777282111957425
CN(c1ccnc2[nH]ccc12)C1CCCCC1,5.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a31df8b0>,17,3.331800000000002,6.099447853535355,2.7105807064768555
COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,7.41,<rdkit.Chem.rdchem.Mol object at 0x7f59a294e260>,35,3.6373000000000015,6.565259498966696,3.7339714194295577
N#CC1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,6.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a293f060>,27,2.33348,6.408927985286353,2.8777282111957425
O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCCCC1,7.37,<rdkit.Chem.rdchem.Mol object at 0x7f59a294d2a0>,19,2.711100000000001,6.167285566378067,1.3237209439227442
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)Nc1ccccc1,6.61,<rdkit.Chem.rdchem.Mol object at 0x7f59a293fed0>,29,4.935020000000003,6.46675862735859,2.9800680599646205
CNc1nc2c(cc(C(=O)NC3CC3)n2CC(O)CO)c2c1ncn2C,6.24,<rdkit.Chem.rdchem.Mol object at 0x7f59a293bb50>,26,0.2100999999999996,6.22747400222193,3.0384421238001296
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(CS(C)(=O)=O)C2)CC1,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29466c0>,32,1.9908999999999992,6.8094821850126515,3.756925722699175
O=c1[nH]c(CSc2nnc(NCC3CCCO3)s2)nc2sc(-c3ccccc3)cc12,5.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a320e340>,30,4.386300000000003,6.714130239139373,3.2103147269049224
Cn1nc(C2CCCCC2)c2c3cc[nH]c3ncc21,7.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a294b920>,19,3.497300000000002,6.167285566378067,1.3237209439227442
CC1CCN(C(=O)C(C)NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C1,6.87,<rdkit.Chem.rdchem.Mol object at 0x7f59a2943990>,25,1.8219999999999992,6.490664711370073,3.3097471871375217
N#CC1CC(O)(C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a29485f0>,28,3.3848800000000008,6.5689898881160165,3.2750036184625952
CC1(CO)CCCC1Nc1c(C(N)=O)cnn2cccc12,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a29451c0>,21,1.3961999999999994,6.318370697965677,2.2557034740938287
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945230>,28,3.318080000000001,6.5689898881160165,3.2750036184625952
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C(F)(F)F,7.28,<rdkit.Chem.rdchem.Mol object at 0x7f59a294b0d0>,26,3.492000000000001,6.22747400222193,3.0384421238001296
COC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,7.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945a10>,28,2.5186800000000007,6.5689898881160165,3.2750036184625952
CS(=O)(=O)c1ccc(OCC(F)F)c(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,6.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a293b680>,36,3.8755000000000015,6.5167904144568585,4.096294022711462
COC(=O)Cc1ccc(OC)c(-c2c[nH]c3ncnc(-c4ccccc4)c23)c1,7.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946340>,28,4.016000000000003,6.5689898881160165,3.2750036184625952
CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)c2cc(C#N)ccn2)C1,6.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a293bd80>,27,1.8648800000000003,6.408927985286353,2.8777282111957425
CC1CCCN(c2[nH]cnc3ncc(-c4cccc(C#N)c4)c2-3)C1,6.24,<rdkit.Chem.rdchem.Mol object at 0x7f59a293bbc0>,24,3.6844800000000015,6.520992776771977,2.6392043100488034
COc1ccc(Nc2nc3c(N4CCN(C)CC4)cccn3n2)cc1,6.36,<rdkit.Chem.rdchem.Mol object at 0x7f59a293d2a0>,25,2.2333,6.490664711370073,3.3097471871375217
COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1,6.65,<rdkit.Chem.rdchem.Mol object at 0x7f59a29406d0>,29,4.300200000000003,6.46675862735859,2.9800680599646205
c1cc(-c2ccncc2)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nn2c1,5.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a320f920>,30,4.009500000000002,6.714130239139373,3.2103147269049224
N#CC1CC(C(=O)NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.42,<rdkit.Chem.rdchem.Mol object at 0x7f59a294e7a0>,32,3.5384800000000016,6.8094821850126515,3.756925722699175
CN1CCN(c2cc(C(N)=O)c3nc4cc(C(=O)N5CCOCC5)ccc4c-3[nH]2)CC1,6.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a29409e0>,31,0.990800000000001,6.718195414101341,3.1332065946810648
CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)CCC2CC2)C1,6.37,<rdkit.Chem.rdchem.Mol object at 0x7f59a293d380>,24,2.339200000000001,6.520992776771977,2.6392043100488034
CCC(C(C)C)n1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,6.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a293a340>,23,2.3144,6.409231753566496,2.313524372864757
Cc1cc(-c2cc(C(N)=O)c3[nH]c4cc(C5CCN(C(=O)OC(C)(C)C)CC5)ccc4c3c2)ccc1CN1CCOCC1,6.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a293a570>,43,6.342120000000007,6.359186296758786,5.559682712155069
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC3(CNC(=O)C3)C2)CC1,7.2,<rdkit.Chem.rdchem.Mol object at 0x7f59a2949540>,32,1.8363999999999996,6.8094821850126515,3.756925722699175
CNc1nc(Nc2cnn(C(CC(N)=O)C3CCCCC3)c2)ncc1C(F)(F)F,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945e00>,29,3.474000000000001,6.46675862735859,2.9800680599646205
CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1C,6.67,<rdkit.Chem.rdchem.Mol object at 0x7f59a2940d60>,36,3.7414200000000015,6.5167904144568585,4.096294022711462
CN1CCN(c2cccc(Nc3nc4c(OCc5cccc(Cl)c5)cccn4n3)c2)CC1,7.0,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945af0>,32,4.457100000000003,6.8094821850126515,3.756925722699175
O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOCC1,6.41,<rdkit.Chem.rdchem.Mol object at 0x7f59a293d9a0>,26,2.4634,6.22747400222193,3.0384421238001296
CC1(C)CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,6.75,<rdkit.Chem.rdchem.Mol object at 0x7f59a2941b60>,25,3.616580000000001,6.490664711370073,3.3097471871375217
CC(C)Oc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,7.25,<rdkit.Chem.rdchem.Mol object at 0x7f59a294a810>,31,4.615300000000003,6.718195414101341,3.1332065946810648
Cc1cccn2nc(Nc3ccc(S(C)(=O)=O)cc3)nc12,5.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a31def80>,21,2.18482,6.318370697965677,2.2557034740938287
Cc1cc(Nc2nc3cccc(-c4cccc(S(C)(=O)=O)c4)n3n2)ccn1,6.35,<rdkit.Chem.rdchem.Mol object at 0x7f59a293d000>,27,3.2468200000000014,6.408927985286353,2.8777282111957425
CC1(C)CCN1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.37,<rdkit.Chem.rdchem.Mol object at 0x7f59a293d460>,33,4.462080000000003,6.543927490198173,3.6907017720889534
CCN(C(=O)c1cc2c3c(ncn3C)c(NC)nc2n1CC(O)CO)C(C)C,7.37,<rdkit.Chem.rdchem.Mol object at 0x7f59a294d310>,28,1.1884,6.5689898881160165,3.2750036184625952
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)cc2)n1,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947d80>,28,2.5526800000000005,6.5689898881160165,3.2750036184625952
COC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.38,<rdkit.Chem.rdchem.Mol object at 0x7f59a294d5b0>,28,1.955,6.5689898881160165,3.2750036184625952
[C-]#[N+]C1CC(O)(C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,7.23,<rdkit.Chem.rdchem.Mol object at 0x7f59a294a110>,29,3.6720900000000007,6.46675862735859,2.9800680599646205
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc4)nc23)cc1,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a29454d0>,43,5.677700000000003,6.359186296758786,5.559682712155069
CC(C)Oc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,5.92,<rdkit.Chem.rdchem.Mol object at 0x7f59a2938b30>,41,5.434700000000006,6.22058244949495,5.873074487509439
c1ccc(Nc2nc3ccccn3n2)cc1,5.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2939150>,16,2.4729,5.960847853535363,1.894700706476856
Clc1cnc2nc1NCCc1cccc(c1)OCc1cccc(c1)N2,6.48,<rdkit.Chem.rdchem.Mol object at 0x7f59a293e730>,25,4.420600000000002,6.490664711370073,3.3097471871375217
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=Cc4nccs4)c3)c12,6.3,<rdkit.Chem.rdchem.Mol object at 0x7f59a293c5f0>,30,3.910000000000002,6.714130239139373,3.2103147269049224
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CC(CN2CCC2)C1,5.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2938f20>,26,3.0429000000000013,6.22747400222193,3.0384421238001296
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,6.91,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944200>,31,2.97898,6.718195414101341,3.1332065946810648
Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,5.22,<rdkit.Chem.rdchem.Mol object at 0x7f59a320eb20>,19,3.7262200000000014,6.167285566378067,1.3237209439227442
